Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,Yes,Travel_Rarely,1078,Sales,10,2,Medical,1,1535,3,Female,51,3,2,Sales Executive,3,Married,5860,10099,6,Y,No,14,3,4,80,2,10,3,3,5,4,2,1
53,Yes,Travel_Rarely,245,Research & Development,3,3,Medical,1,1537,4,Male,30,1,1,Research Scientist,2,Married,5303,20717,1,Y,No,16,3,3,80,0,19,2,2,14,12,5,4
37,No,Non-Travel,1254,Sales,13,3,Marketing,1,1539,2,Male,82,3,2,Sales Executive,3,Married,6521,19987,1,Y,No,12,4,2,80,0,7,4,3,2,2,1,1
39,No,Travel_Rarely,1477,Research & Development,7,3,Medical,1,1541,1,Male,50,3,2,Healthcare Representative,3,Married,10067,8967,2,Y,No,15,4,4,80,1,16,6,3,11,8,4,5
43,No,Travel_Rarely,613,Sales,6,3,Medical,1,1543,4,Female,36,4,2,Sales Executive,1,Divorced,6879,13873,3,Y,No,12,3,4,80,1,5,6,3,2,1,0,1
25,No,Non-Travel,1188,Research & Development,24,3,Medical,1,1545,3,Female,36,4,1,Laboratory Technician,4,Married,2761,8910,4,Y,No,17,4,2,80,3,7,2,3,4,2,2,1
52,No,Non-Travel,935,Research & Development,29,2,Medical,1,1547,4,Female,52,3,4,Manager,1,Married,13585,15469,1,Y,No,13,4,3,80,0,10,3,2,6,3,2,4
39,Yes,Travel_Frequently,1158,Sales,2,4,Marketing,1,1549,1,Female,89,2,4,Manager,3,Single,16059,6364,2,Y,No,20,3,3,80,1,12,6,3,11,5,0,4
52,No,Travel_Frequently,427,Research & Development,6,4,Life Sciences,1,1551,2,Male,47,3,1,Laboratory Technician,4,Divorced,4249,19291,0,Y,No,14,3,4,80,0,7,3,3,1,0,0,1
30,No,Travel_Rarely,527,Research & Development,15,3,Life Sciences,1,1553,3,Male,95,3,1,Research Scientist,3,Married,5739,5451,1,Y,No,13,3,4,80,0,13,4,3,12,11,3,5
53,No,Travel_Rarely,896,Sales,11,4,Life Sciences,1,1555,1,Male,82,3,4,Manager,4,Married,14205,11247,4,Y,No,15,3,2,80,0,6,2,3,5,2,1,4
44,No,Travel_Rarely,433,Sales,15,2,Life Sciences,1,1557,3,Male,48,3,1,Sales Representative,2,Married,7690,4140,1,Y,Yes,12,4,2,80,2,21,5,1,18,14,8,6
42,No,Travel_Rarely,1421,Research & Development,8,1,Life Sciences,1,1559,2,Male,93,3,1,Research Scientist,4,Single,3402,17869,0,Y,No,12,3,2,80,1,9,4,3,5,2,0,2
39,No,Travel_Frequently,1236,Sales,19,3,Medical,1,1561,1,Male,43,3,2,Sales Executive,2,Single,7810,13041,5,Y,No,19,3,2,80,0,7,1,4,5,5,2,3
35,No,Travel_Rarely,1217,Research & Development,10,3,Marketing,1,1563,2,Male,54,2,2,Healthcare Representative,1,Divorced,6483,18978,3,Y,No,15,3,2,80,2,5,4,3,2,1,0,2
48,No,Travel_Rarely,725,Research & Development,12,3,Marketing,1,1565,2,Female,62,3,2,Manufacturing Director,4,Divorced,6954,9947,4,Y,No,12,3,3,80,0,12,4,3,8,5,1,2
38,No,Non-Travel,496,Research & Development,3,4,Life Sciences,1,1567,1,Female,77,3,2,Healthcare Representative,4,Divorced,10534,19923,1,Y,No,11,3,1,80,0,27,3,3,22,13,4,5
19,No,Travel_Rarely,633,Research & Development,9,4,Other,1,1569,3,Female,68,1,2,Healthcare Representative,2,Single,9928,10345,3,Y,Yes,15,4,2,80,1,10,1,2,6,5,2,5
27,No,Non-Travel,156,Sales,15,3,Medical,1,1571,2,Female,34,2,1,Sales Representative,4,Single,4721,9871,1,Y,No,18,3,3,80,3,13,5,1,9,4,1,2
35,No,Non-Travel,1296,Research & Development,11,4,Life Sciences,1,1573,2,Male,50,2,1,Laboratory Technician,3,Married,4072,25423,5,Y,No,14,4,2,80,1,7,4,3,2,2,1,1
40,No,Travel_Rarely,793,Research & Development,9,1,Marketing,1,1575,4,Female,88,3,1,Laboratory Technician,4,Divorced,6591,25417,3,Y,Yes,13,3,1,80,1,18,3,3,12,9,4,10
36,No,Travel_Rarely,1125,Research & Development,12,2,Medical,1,1577,3,Male,43,4,1,Research Scientist,3,Married,4633,2417,4,Y,Yes,14,3,1,80,2,10,6,3,6,3,2,4
48,No,Travel_Rarely,555,Sales,10,4,Marketing,1,1579,2,Female,92,2,2,Sales Executive,3,Married,6658,6348,1,Y,Yes,23,3,1,80,0,7,2,3,5,2,0,2
19,Yes,Travel_Rarely,924,Research & Development,8,3,Life Sciences,1,1581,3,Male,83,2,2,Manufacturing Director,3,Single,5710,17648,3,Y,Yes,14,4,4,80,0,9,4,4,4,3,1,3
38,No,Travel_Rarely,217,Research & Development,16,3,Medical,1,1583,4,Female,74,3,1,Laboratory Technician,2,Married,4113,8911,1,Y,Yes,13,3,3,80,0,10,5,3,5,2,2,3
20,No,Travel_Rarely,655,Research & Development,8,2,Technical Degree,1,1585,1,Male,79,3,2,Healthcare Representative,3,Single,7792,12398,1,Y,No,16,3,1,80,1,14,1,3,11,10,1,3
44,Yes,Non-Travel,664,Research & Development,3,3,Medical,1,1587,3,Male,70,1,1,Laboratory Technician,3,Single,7488,22791,5,Y,No,19,3,3,80,1,17,0,2,14,6,1,9
36,Yes,Travel_Rarely,595,Research & Development,23,2,Medical,1,1589,3,Female,30,3,1,Laboratory Technician,1,Married,4800,25326,0,Y,No,11,4,2,80,0,4,6,3,1,1,0,1
41,No,Travel_Frequently,900,Sales,5,3,Medical,1,1591,2,Male,31,3,1,Sales Representative,2,Divorced,5505,5863,1,Y,No,16,3,3,80,1,5,4,3,3,2,1,2
29,Yes,Travel_Rarely,1455,Sales,2,2,Technical Degree,1,1593,3,Female,42,3,1,Sales Representative,2,Married,4479,6530,1,Y,Yes,20,3,3,80,1,11,4,1,8,6,2,7
49,No,Travel_Rarely,740,Research & Development,13,1,Life Sciences,1,1595,4,Female,48,3,2,Manufacturing Director,4,Married,7540,22416,1,Y,No,12,3,3,80,1,8,4,4,3,2,1,1
46,No,Non-Travel,262,Sales,25,3,Medical,1,1597,4,Female,80,4,2,Sales Executive,3,Single,6801,5425,2,Y,No,22,3,2,80,1,8,1,4,3,3,1,2
42,No,Travel_Rarely,350,Sales,13,2,Life Sciences,1,1599,2,Female,31,1,1,Sales Representative,4,Single,3139,3005,2,Y,Yes,16,4,1,80,0,4,2,3,4,3,2,2
36,No,Travel_Rarely,743,Sales,21,4,Medical,1,1601,2,Female,39,2,2,Sales Executive,4,Divorced,6604,22744,1,Y,Yes,15,4,4,80,1,14,5,3,10,7,0,4
42,No,Travel_Rarely,428,Research & Development,4,1,Marketing,1,1603,4,Male,98,3,1,Laboratory Technician,3,Married,6680,11223,3,Y,No,23,3,4,80,0,18,5,2,17,12,1,11
30,No,Travel_Frequently,217,Research & Development,3,2,Life Sciences,1,1605,3,Female,59,3,1,Laboratory Technician,4,Single,4462,8250,3,Y,Yes,12,4,4,80,1,12,3,2,7,5,0,4
45,No,Travel_Rarely,468,Research & Development,6,3,Medical,1,1607,2,Female,94,3,2,Manufacturing Director,2,Married,6830,4979,3,Y,No,18,3,1,80,1,14,6,1,8,7,0,6
52,No,Travel_Rarely,847,Research & Development,18,3,Medical,1,1609,3,Female,73,3,4,Manager,1,Divorced,16813,13868,1,Y,No,19,3,4,80,1,15,3,3,11,10,1,8
47,No,Travel_Rarely,1238,Sales,13,1,Life Sciences,1,1611,2,Male,71,1,1,Sales Representative,3,Married,5524,15026,2,Y,No,15,4,4,80,0,4,4,1,4,2,0,2
30,No,Non-Travel,294,Sales,13,1,Medical,1,1613,2,Female,32,3,4,Manager,3,Single,15202,2439,2,Y,No,11,3,4,80,1,16,0,3,11,6,3,5
40,No,Non-Travel,705,Sales,9,5,Life Sciences,1,1615,4,Female,59,3,1,Sales Representative,4,Married,9857,20221,3,Y,No,15,3,2,80,2,28,1,3,24,23,4,13
25,Yes,Travel_Rarely,823,Research & Development,6,3,Medical,1,1617,1,Female,66,3,1,Laboratory Technician,3,Married,4018,5209,5,Y,Yes,12,3,4,80,1,5,2,2,3,1,1,1
42,No,Travel_Frequently,237,Research & Development,10,3,Life Sciences,1,1619,1,Male,57,3,1,Research Scientist,2,Single,3664,17717,2,Y,Yes,16,3,1,80,2,14,2,3,10,9,4,4
41,Yes,Travel_Rarely,1419,Human Resources,7,3,Marketing,1,1621,2,Male,80,3,1,Human Resources,4,Divorced,3147,15129,2,Y,Yes,18,3,3,80,0,10,6,4,8,6,1,4
20,Yes,Travel_Rarely,1062,Sales,6,2,Marketing,1,1623,3,Male,42,3,2,Sales Executive,3,Single,6467,19278,1,Y,No,15,3,2,80,0,8,3,3,3,1,1,2
26,No,Travel_Rarely,1198,Research & Development,11,3,Medical,1,1625,1,Female,69,3,1,Laboratory Technician,1,Divorced,5931,19034,0,Y,No,17,3,4,80,1,19,3,3,14,8,2,8
34,No,Travel_Rarely,1138,Sales,7,3,Life Sciences,1,1627,3,Female,55,3,2,Sales Executive,3,Single,5971,26179,2,Y,No,12,3,4,80,1,9,2,3,5,3,1,4
34,No,Travel_Rarely,1495,Sales,10,4,Technical Degree,1,1629,3,Male,59,2,2,Sales Executive,4,Single,6763,11283,1,Y,No,11,3,2,80,0,8,6,3,3,3,1,1
26,No,Travel_Rarely,255,Research & Development,1,2,Medical,1,1631,4,Male,53,3,1,Research Scientist,4,Married,6060,14433,2,Y,No,20,4,3,80,0,7,2,3,5,3,2,2
40,No,Travel_Rarely,975,Research & Development,10,4,Life Sciences,1,1633,2,Male,67,3,4,Manager,3,Divorced,15584,14671,3,Y,No,11,3,1,80,1,21,5,2,11,6,3,7
39,No,Travel_Frequently,1158,Research & Development,7,2,Marketing,1,1635,4,Male,98,3,1,Research Scientist,2,Married,3903,12707,2,Y,No,13,3,3,80,1,8,2,3,5,5,2,3
35,Yes,Travel_Rarely,618,Research & Development,22,2,Life Sciences,1,1637,2,Female,45,4,1,Laboratory Technician,1,Divorced,2714,17870,0,Y,Yes,22,3,2,80,0,2,4,3,1,0,0,0
30,No,Travel_Rarely,281,Research & Development,2,1,Medical,1,1639,3,Female,84,3,1,Research Scientist,3,Divorced,7044,26045,4,Y,No,15,3,2,80,3,30,5,4,23,16,2,9
46,Yes,Non-Travel,269,Sales,9,2,Medical,1,1641,2,Male,78,3,1,Sales Representative,4,Divorced,7323,6985,4,Y,Yes,17,3,4,80,1,18,2,2,15,10,2,5
52,No,Travel_Rarely,596,Research & Development,15,4,Medical,1,1643,1,Male,81,3,1,Research Scientist,2,Single,4976,4562,1,Y,No,13,3,1,80,1,9,3,4,9,3,3,7
32,Yes,Travel_Rarely,1417,Research & Development,8,3,Technical Degree,1,1645,3,Male,78,2,1,Research Scientist,2,Single,4276,24459,3,Y,Yes,13,4,3,80,3,13,1,4,6,2,2,5
31,No,Travel_Frequently,1180,Research & Development,7,1,Medical,1,1647,2,Female,93,3,1,Laboratory Technician,4,Single,4017,22599,1,Y,No,15,4,4,80,0,10,3,2,6,3,1,2
41,No,Travel_Rarely,1487,Research & Development,15,4,Life Sciences,1,1649,1,Male,77,3,1,Research Scientist,4,Married,5539,5783,2,Y,No,17,3,4,80,1,6,3,4,4,2,0,1
34,Yes,Travel_Rarely,1103,Sales,12,4,Human Resources,1,1651,2,Male,67,3,2,Sales Executive,3,Single,6192,12989,0,Y,No,23,3,4,80,1,12,2,2,8,5,3,3
36,No,Travel_Rarely,1120,Research & Development,13,4,Technical Degree,1,1653,3,Male,46,3,1,Research Scientist,1,Married,10137,18438,2,Y,Yes,16,3,1,80,0,34,3,2,29,21,3,9
44,No,Travel_Frequently,812,Research & Development,6,4,Medical,1,1655,2,Female,70,3,1,Research Scientist,1,Single,5583,11285,0,Y,No,11,4,4,80,1,11,0,3,7,5,2,2
20,No,Travel_Rarely,1001,Sales,6,2,Medical,1,1657,1,Female,83,3,2,Sales Executive,1,Married,7696,12104,2,Y,No,14,3,2,80,2,17,2,4,13,9,0,5
49,Yes,Travel_Frequently,1460,Research & Development,10,4,Life Sciences,1,1659,1,Female,69,4,1,Research Scientist,3,Married,4761,19901,3,Y,Yes,13,3,4,80,0,5,6,3,4,2,0,2
38,No,Travel_Rarely,101,Research & Development,16,3,Marketing,1,1661,3,Male,60,2,2,Healthcare Representative,1,Married,7597,26931,5,Y,No,13,3,4,80,0,12,1,3,9,4,2,4
33,No,Travel_Rarely,522,Research & Development,2,4,Life Sciences,1,1663,2,Male,55,3,1,Laboratory Technician,4,Married,4928,23971,2,Y,No,15,3,4,80,0,9,3,3,5,2,1,3
36,No,Travel_Frequently,881,Research & Development,8,4,Life Sciences,1,1665,2,Male,47,3,1,Laboratory Technician,4,Single,4028,15599,0,Y,No,13,3,1,80,0,11,4,4,8,5,1,3
37,No,Travel_Rarely,852,Research & Development,6,3,Medical,1,1667,1,Female,64,3,1,Research Scientist,2,Married,7358,6869,2,Y,No,13,3,3,80,0,22,3,3,18,16,6,13
21,No,Travel_Rarely,573,Research & Development,9,4,Life Sciences,1,1669,2,Male,85,2,3,Research Director,3,Single,11080,7007,0,Y,No,23,3,4,80,0,10,1,2,10,5,1,8
51,No,Travel_Rarely,245,Research & Development,14,2,Life Sciences,1,1671,3,Male,59,3,1,Laboratory Technician,4,Married,7593,15296,3,Y,No,16,3,4,80,2,22,3,3,17,10,4,8
37,No,Travel_Frequently,425,Sales,4,3,Medical,1,1673,3,Female,74,3,2,Sales Executive,4,Single,7571,13201,3,Y,No,13,3,1,80,1,21,0,2,18,14,2,4
41,No,Travel_Rarely,687,Research & Development,13,1,Life Sciences,1,1675,4,Female,81,3,1,Laboratory Technician,4,Single,3888,24225,2,Y,No,13,4,4,80,0,13,4,3,6,5,2,2
46,No,Travel_Rarely,329,Research & Development,6,4,Life Sciences,1,1677,1,Male,97,3,1,Research Scientist,1,Single,8437,4265,1,Y,Yes,19,4,1,80,2,24,2,2,21,20,8,6
28,No,Travel_Rarely,1392,Research & Development,18,2,Life Sciences,1,1679,4,Male,84,2,1,Research Scientist,1,Single,6796,10915,4,Y,No,21,3,3,80,1,13,2,2,10,5,0,4
41,Yes,Non-Travel,684,Research & Development,4,3,Life Sciences,1,1681,2,Male,39,3,1,Laboratory Technician,4,Married,6358,18084,2,Y,No,17,3,4,80,0,16,2,3,10,4,1,6
34,No,Travel_Rarely,717,Sales,16,3,Medical,1,1683,4,Female,83,3,4,Manager,3,Single,14473,24508,1,Y,No,14,3,1,80,1,9,2,3,5,3,2,3
45,No,Travel_Rarely,835,Research & Development,3,4,Marketing,1,1685,2,Female,63,3,1,Laboratory Technician,1,Married,6032,21773,4,Y,No,18,3,1,80,1,18,5,3,16,7,3,6
18,No,Travel_Rarely,881,Human Resources,10,3,Medical,1,1687,3,Male,92,1,4,Manager,3,Single,15459,15969,1,Y,No,22,3,4,80,1,14,3,3,11,7,2,8
36,No,Travel_Rarely,1388,Research & Development,14,4,Medical,1,1689,2,Male,60,4,4,Manager,4,Single,14667,6359,2,Y,No,12,3,2,80,0,12,3,2,5,4,0,1
31,No,Travel_Rarely,1341,Research & Development,5,4,Life Sciences,1,1691,2,Female,93,4,1,Research Scientist,2,Married,7088,14631,1,Y,No,20,3,1,80,0,12,2,3,11,8,5,4
41,Yes,Travel_Rarely,1052,Research & Development,6,3,Life Sciences,1,1693,4,Female,79,4,1,Research Scientist,4,Single,3078,11692,2,Y,Yes,20,3,4,80,0,9,2,3,3,1,1,2
41,No,Travel_Rarely,1347,Human Resources,9,3,Life Sciences,1,1695,3,Male,57,3,1,Human Resources,1,Single,3534,17162,2,Y,No,14,3,4,80,0,10,0,3,3,1,0,1
30,No,Travel_Frequently,1484,Research & Development,7,4,Medical,1,1697,4,Male,66,3,1,Laboratory Technician,4,Married,6619,9185,1,Y,No,13,3,3,80,1,14,3,3,8,7,2,5
30,No,Travel_Frequently,1414,Research & Development,5,4,Marketing,1,1699,3,Male,61,3,1,Laboratory Technician,3,Married,4191,20221,1,Y,No,16,3,1,80,0,11,4,3,6,4,2,5
36,No,Travel_Rarely,1277,Research & Development,16,4,Medical,1,1701,3,Male,64,1,2,Healthcare Representative,2,Married,7501,16202,2,Y,No,13,3,1,80,0,14,4,3,6,5,1,4
29,No,Travel_Frequently,780,Sales,19,2,Life Sciences,1,1703,1,Female,86,2,4,Manager,4,Divorced,15722,17569,3,Y,Yes,12,3,4,80,2,20,3,3,17,13,3,5
45,No,Travel_Rarely,1488,Research & Development,19,4,Life Sciences,1,1705,4,Female,90,3,1,Laboratory Technician,4,Single,4947,10623,2,Y,No,23,3,3,80,1,11,3,3,9,9,2,5
34,No,Travel_Frequently,205,Sales,12,3,Marketing,1,1707,3,Female,61,1,2,Sales Executive,4,Married,7323,20203,3,Y,No,15,3,3,80,1,9,1,4,6,5,0,3
18,No,Travel_Rarely,384,Research & Development,13,3,Life Sciences,1,1709,3,Male,37,3,2,Healthcare Representative,2,Married,5788,18164,2,Y,No,15,3,4,80,3,6,4,3,3,2,1,3
33,No,Travel_Rarely,695,Research & Development,4,4,Marketing,1,1711,2,Female,64,2,4,Manager,3,Single,15358,20761,4,Y,No,12,3,3,80,2,13,3,3,10,8,2,8
27,No,Non-Travel,935,Research & Development,8,2,Medical,1,1713,3,Male,52,2,2,Healthcare Representative,3,Divorced,8475,6371,2,Y,No,15,3,1,80,0,15,3,3,12,8,3,3
22,No,Travel_Frequently,625,Research & Development,9,4,Marketing,1,1715,4,Male,67,2,1,Research Scientist,3,Married,5634,19829,1,Y,No,18,3,4,80,1,17,4,3,12,6,1,9
26,No,Travel_Rarely,976,Research & Development,11,3,Technical Degree,1,1717,1,Male,48,3,1,Laboratory Technician,4,Married,3635,9080,4,Y,No,13,3,3,80,1,7,3,2,6,3,2,2
38,No,Travel_Rarely,279,Research & Development,11,4,Technical Degree,1,1719,2,Male,83,3,1,Research Scientist,1,Divorced,4355,23206,2,Y,No,14,3,3,80,0,6,3,3,2,1,1,1
49,No,Travel_Rarely,1162,Sales,9,2,Medical,1,1721,1,Female,74,3,2,Sales Executive,2,Married,10058,20287,2,Y,No,12,3,4,80,0,20,4,2,18,8,4,8
40,No,Travel_Rarely,1400,Research & Development,12,3,Medical,1,1723,3,Male,65,3,1,Research Scientist,3,Married,3261,20299,0,Y,No,14,3,4,80,0,6,1,2,3,1,1,1
31,No,Travel_Rarely,938,Research & Development,10,4,Life Sciences,1,1725,1,Male,78,3,1,Laboratory Technician,1,Divorced,3880,18317,1,Y,No,20,3,3,80,0,11,1,2,7,5,0,5
41,No,Travel_Rarely,611,Research & Development,10,1,Technical Degree,1,1727,1,Male,89,3,2,Manufacturing Director,4,Single,7528,17082,2,Y,No,13,3,2,80,3,20,5,2,12,11,4,5
33,Yes,Travel_Frequently,1129,Research & Development,5,2,Medical,1,1729,2,Male,85,3,1,Research Scientist,3,Married,6599,7267,2,Y,Yes,11,3,4,80,1,13,0,3,11,8,3,8
31,No,Travel_Rarely,1306,Research & Development,3,5,Life Sciences,1,1731,3,Male,93,3,1,Laboratory Technician,3,Married,3303,21505,2,Y,No,15,3,3,80,0,8,6,4,4,2,0,3
26,No,Travel_Rarely,651,Research & Development,11,2,Medical,1,1733,2,Male,91,3,1,Laboratory Technician,4,Married,7891,13050,0,Y,Yes,16,3,3,80,1,30,2,3,26,13,2,19
21,No,Travel_Rarely,863,Research & Development,6,4,Life Sciences,1,1735,1,Female,88,3,1,Laboratory Technician,3,Married,3345,5965,3,Y,No,13,4,3,80,0,12,4,3,6,3,1,3
33,Yes,Travel_Rarely,840,Sales,5,2,Medical,1,1737,4,Male,30,3,2,Sales Executive,3,Divorced,5885,20536,4,Y,Yes,17,4,3,80,0,14,1,2,9,7,3,6
38,No,Travel_Rarely,1116,Sales,14,3,Medical,1,1739,4,Male,34,3,2,Sales Executive,1,Married,9733,18675,2,Y,No,11,3,4,80,0,11,6,3,9,8,3,5
36,No,Travel_Rarely,572,Research & Development,8,4,Life Sciences,1,1741,2,Male,48,3,2,Manufacturing Director,2,Single,8240,24759,0,Y,No,14,3,3,80,0,15,1,3,11,6,3,8
33,Yes,Travel_Frequently,565,Research & Development,21,3,Life Sciences,1,1743,3,Female,87,2,1,Research Scientist,1,Divorced,4718,23604,4,Y,Yes,12,3,4,80,0,16,6,2,11,7,0,3
28,No,Travel_Frequently,1212,Research & Development,13,3,Human Resources,1,1745,3,Male,86,3,1,Research Scientist,3,Married,3810,24786,2,Y,Yes,13,4,4,80,1,7,1,2,5,4,2,3
42,No,Travel_Rarely,1435,Research & Development,5,3,Marketing,1,1747,2,Male,71,2,1,Research Scientist,3,Married,2099,11260,4,Y,No,14,3,4,80,0,4,0,3,0,0,0,0
25,No,Travel_Rarely,401,Research & Development,14,4,Marketing,1,1749,2,Male,35,3,3,Research Director,2,Single,11241,7602,1,Y,No,15,3,4,80,1,17,1,1,10,6,3,7
44,No,Travel_Rarely,1243,Research & Development,11,2,Life Sciences,1,1751,3,Male,51,3,2,Manufacturing Director,3,Divorced,6384,26163,2,Y,No,11,3,4,80,0,6,5,3,3,2,1,2
28,No,Travel_Frequently,795,Sales,4,3,Marketing,1,1753,2,Male,82,4,4,Manager,2,Divorced,15682,21612,2,Y,Yes,12,3,2,80,1,10,2,1,8,6,0,2
30,No,Travel_Frequently,817,Sales,6,2,Medical,1,1755,2,Female,86,1,2,Sales Executive,4,Married,7661,16560,0,Y,No,17,3,1,80,2,17,3,2,12,5,4,5
24,No,Travel_Rarely,1096,Research & Development,13,3,Life Sciences,1,1757,4,Female,80,2,1,Laboratory Technician,1,Single,5265,16233,2,Y,No,14,3,4,80,0,12,4,2,9,4,0,5
32,No,Travel_Rarely,558,Research & Development,2,2,Life Sciences,1,1759,3,Male,34,2,1,Research Scientist,4,Single,4417,9047,3,Y,No,12,3,3,80,1,10,5,4,6,5,0,2
46,No,Travel_Frequently,189,Research & Development,1,3,Life Sciences,1,1761,3,Female,51,3,1,Laboratory Technician,3,Divorced,4059,13336,3,Y,Yes,13,3,1,80,1,10,3,2,7,4,2,3
42,No,Travel_Rarely,215,Sales,10,3,Life Sciences,1,1763,1,Female,36,3,4,Manager,3,Married,18734,11109,4,Y,No,18,4,1,80,0,27,2,2,24,20,2,8
46,No,Travel_Rarely,774,Research & Development,9,1,Other,1,1765,3,Male,93,3,1,Laboratory Technician,2,Single,4978,13435,4,Y,No,11,3,1,80,0,16,2,3,8,3,2,6
42,No,Non-Travel,499,Research & Development,10,1,Life Sciences,1,1767,2,Male,86,3,2,Healthcare Representative,4,Divorced,7386,22392,2,Y,Yes,15,3,4,80,1,7,2,3,3,1,0,2
27,No,Travel_Frequently,209,Sales,9,3,Medical,1,1769,3,Male,55,3,4,Manager,2,Married,14147,9587,3,Y,No,14,3,4,80,0,8,4,3,4,2,1,1
34,No,Travel_Rarely,299,Research & Development,12,3,Medical,1,1771,3,Male,54,3,1,Research Scientist,3,Single,5979,12975,2,Y,Yes,19,3,2,80,0,20,2,3,15,14,1,5
30,No,Travel_Rarely,891,Research & Development,20,4,Life Sciences,1,1773,3,Female,98,2,2,Healthcare Representative,4,Married,6890,25965,5,Y,No,19,3,4,80,1,4,5,3,2,2,1,1
49,No,Travel_Rarely,1348,Research & Development,9,3,Medical,1,1775,2,Female,61,1,1,Research Scientist,4,Married,4695,23040,3,Y,No,17,3,2,80,2,8,4,2,5,4,0,3
26,No,Travel_Rarely,691,Research & Development,2,1,Life Sciences,1,1777,3,Female,37,3,1,Laboratory Technician,3,Married,4942,17595,2,Y,No,14,4,4,80,0,13,2,3,11,7,4,8
45,No,Travel_Rarely,1086,Research & Development,1,3,Marketing,1,1779,4,Female,38,3,1,Research Scientist,4,Divorced,5887,15932,2,Y,No,17,3,3,80,1,8,0,3,8,7,2,2
45,No,Travel_Rarely,862,Sales,7,1,Life Sciences,1,1781,3,Male,83,3,2,Sales Executive,4,Married,8416,19386,5,Y,No,17,3,4,80,2,13,6,3,8,7,1,5
54,No,Travel_Frequently,1343,Sales,7,4,Medical,1,1783,1,Male,49,3,2,Sales Executive,2,Single,8936,18144,2,Y,No,13,3,2,80,0,20,6,3,17,10,7,5
33,Yes,Travel_Frequently,172,Sales,3,5,Medical,1,1785,3,Female,97,3,2,Sales Executive,3,Single,5260,12619,2,Y,No,20,3,2,80,1,6,3,2,1,1,0,1
43,No,Travel_Rarely,977,Research & Development,1,3,Technical Degree,1,1787,1,Male,96,3,1,Laboratory Technician,2,Married,5777,22936,2,Y,No,25,3,4,80,0,15,2,3,11,9,1,9
58,No,Travel_Rarely,816,Sales,6,3,Marketing,1,1789,4,Female,73,2,1,Sales Representative,2,Single,7772,3539,1,Y,No,13,3,1,80,2,27,2,3,21,20,1,17
31,No,Travel_Rarely,534,Research & Development,25,2,Medical,1,1791,3,Female,70,3,1,Research Scientist,4,Single,4094,10275,5,Y,No,19,3,4,80,0,13,2,3,6,5,1,2
23,No,Travel_Rarely,691,Research & Development,11,3,Life Sciences,1,1793,2,Female,71,3,1,Research Scientist,3,Divorced,3550,20320,3,Y,No,15,3,3,80,0,10,1,3,6,5,3,3
20,Yes,Travel_Rarely,214,Sales,11,4,Medical,1,1795,1,Female,40,1,1,Sales Representative,1,Single,5255,21669,3,Y,No,15,3,3,80,1,15,0,3,10,9,1,3
43,No,Travel_Rarely,124,Research & Development,8,2,Marketing,1,1797,2,Male,72,3,1,Research Scientist,4,Single,5205,21846,1,Y,No,14,4,3,80,1,9,4,2,8,5,3,5
20,Yes,Travel_Frequently,276,Research & Development,7,2,Technical Degree,1,1799,4,Female,37,3,2,Manufacturing Director,2,Married,6851,20790,5,Y,Yes,13,3,1,80,0,14,3,3,12,10,4,4
34,No,Travel_Rarely,1402,Research & Development,12,3,Life Sciences,1,1801,1,Female,75,3,2,Manufacturing Director,4,Divorced,6902,7492,2,Y,No,21,3,3,80,1,11,2,3,7,3,0,5
41,No,Non-Travel,392,Research & Development,3,4,Life Sciences,1,1803,3,Male,63,3,2,Healthcare Representative,4,Married,7068,3597,1,Y,No,18,3,4,80,2,17,6,2,8,6,3,5
39,Yes,Non-Travel,1343,Research & Development,29,3,Marketing,1,1805,4,Female,97,3,2,Manufacturing Director,4,Single,6474,10249,2,Y,No,15,4,2,80,2,5,6,4,2,2,1,1
41,No,Travel_Rarely,1126,Research & Development,3,4,Medical,1,1807,2,Male,44,3,1,Laboratory Technician,4,Married,5489,8827,3,Y,No,18,3,4,80,1,12,0,3,8,6,3,6
39,No,Travel_Rarely,414,Research & Development,13,1,Life Sciences,1,1809,2,Female,47,3,2,Manufacturing Director,2,Divorced,7976,7945,2,Y,No,18,3,3,80,2,14,4,3,7,6,2,4
49,No,Non-Travel,793,Sales,3,3,Medical,1,1811,3,Male,40,2,2,Sales Executive,3,Single,10222,15301,0,Y,No,13,3,3,80,2,24,2,2,21,13,2,8
28,No,Non-Travel,650,Sales,9,4,Medical,1,1813,3,Male,48,3,2,Sales Executive,2,Single,8962,21305,1,Y,No,12,3,2,80,1,18,2,3,13,9,2,8
31,No,Travel_Rarely,1276,Research & Development,14,2,Other,1,1815,1,Male,54,3,2,Manufacturing Director,2,Married,6295,13003,0,Y,No,20,3,3,80,2,10,5,2,9,3,2,7
