Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,ApproxExitDate,SnapshotDate,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SalaryPerYearAtCompany
38,No,Travel_Rarely,101,Research & Development,16,3,Marketing,1,1661,3,Male,60,2,2,Healthcare Representative,1,Married,7597,26931,5,Y,No,13,3,4,80,0,12,1,3,9,4,2,4,2016-10-02,,2025-12-31,0,35-44,6-10 years,Q3,10129.333333333334
33,No,Travel_Rarely,522,Research & Development,2,4,Life Sciences,1,1663,2,Male,55,3,1,Laboratory Technician,4,Married,4928,23971,2,Y,No,15,3,4,80,0,9,3,3,5,2,1,3,2020-11-25,,2025-12-31,0,26-34,4-5 years,Q1 Low,11827.2
36,No,Travel_Frequently,881,Research & Development,8,4,Life Sciences,1,1665,2,Male,47,3,1,Laboratory Technician,4,Single,4028,15599,0,Y,No,13,3,1,80,0,11,4,4,8,5,1,3,2017-05-14,,2025-12-31,0,35-44,6-10 years,Q1 Low,6042.0
37,No,Travel_Rarely,852,Research & Development,6,3,Medical,1,1667,1,Female,64,3,1,Research Scientist,2,Married,7358,6869,2,Y,No,13,3,3,80,0,22,3,3,18,16,6,13,2007-09-07,,2025-12-31,0,35-44,11+ years,Q3,4905.333333333333
21,No,Travel_Rarely,573,Research & Development,9,4,Life Sciences,1,1669,2,Male,85,2,3,Research Director,3,Single,11080,7007,0,Y,No,23,3,4,80,0,10,1,2,10,5,1,8,2015-11-16,,2025-12-31,0,18-25,6-10 years,Q4 High,13296.0
51,No,Travel_Rarely,245,Research & Development,14,2,Life Sciences,1,1671,3,Male,59,3,1,Laboratory Technician,4,Married,7593,15296,3,Y,No,16,3,4,80,2,22,3,3,17,10,4,8,2008-12-02,,2025-12-31,0,45+,11+ years,Q3,5359.764705882353
37,No,Travel_Frequently,425,Sales,4,3,Medical,1,1673,3,Female,74,3,2,Sales Executive,4,Single,7571,13201,3,Y,No,13,3,1,80,1,21,0,2,18,14,2,4,2007-08-05,,2025-12-31,0,35-44,11+ years,Q3,5047.333333333333
41,No,Travel_Rarely,687,Research & Development,13,1,Life Sciences,1,1675,4,Female,81,3,1,Laboratory Technician,4,Single,3888,24225,2,Y,No,13,4,4,80,0,13,4,3,6,5,2,2,2019-08-26,,2025-12-31,0,35-44,6-10 years,Q1 Low,7776.0
46,No,Travel_Rarely,329,Research & Development,6,4,Life Sciences,1,1677,1,Male,97,3,1,Research Scientist,1,Single,8437,4265,1,Y,Yes,19,4,1,80,2,24,2,2,21,20,8,6,2004-11-11,,2025-12-31,0,45+,11+ years,Q3,4821.142857142857
28,No,Travel_Rarely,1392,Research & Development,18,2,Life Sciences,1,1679,4,Male,84,2,1,Research Scientist,1,Single,6796,10915,4,Y,No,21,3,3,80,1,13,2,2,10,5,0,4,2015-09-26,,2025-12-31,0,26-34,6-10 years,Q3,8155.2
41,Yes,Non-Travel,684,Research & Development,4,3,Life Sciences,1,1681,2,Male,39,3,1,Laboratory Technician,4,Married,6358,18084,2,Y,No,17,3,4,80,0,16,2,3,10,4,1,6,2015-08-22,2023-02-02,2025-12-31,1,35-44,6-10 years,Q2,7629.6
34,No,Travel_Rarely,717,Sales,16,3,Medical,1,1683,4,Female,83,3,4,Manager,3,Single,14473,24508,1,Y,No,14,3,1,80,1,9,2,3,5,3,2,3,2020-11-27,,2025-12-31,0,26-34,4-5 years,Q4 High,34735.2
45,No,Travel_Rarely,835,Research & Development,3,4,Marketing,1,1685,2,Female,63,3,1,Laboratory Technician,1,Married,6032,21773,4,Y,No,18,3,1,80,1,18,5,3,16,7,3,6,2009-07-21,,2025-12-31,0,45+,11+ years,Q2,4524.0
18,No,Travel_Rarely,881,Human Resources,10,3,Medical,1,1687,3,Male,92,1,4,Manager,3,Single,15459,15969,1,Y,No,22,3,4,80,1,14,3,3,11,7,2,8,2014-06-12,,2025-12-31,0,18-25,11+ years,Q4 High,16864.363636363636
36,No,Travel_Rarely,1388,Research & Development,14,4,Medical,1,1689,2,Male,60,4,4,Manager,4,Single,14667,6359,2,Y,No,12,3,2,80,0,12,3,2,5,4,0,1,2020-03-26,,2025-12-31,0,35-44,4-5 years,Q4 High,35200.8
31,No,Travel_Rarely,1341,Research & Development,5,4,Life Sciences,1,1691,2,Female,93,4,1,Research Scientist,2,Married,7088,14631,1,Y,No,20,3,1,80,0,12,2,3,11,8,5,4,2014-10-12,,2025-12-31,0,26-34,11+ years,Q3,7732.363636363636
41,Yes,Travel_Rarely,1052,Research & Development,6,3,Life Sciences,1,1693,4,Female,79,4,1,Research Scientist,4,Single,3078,11692,2,Y,Yes,20,3,4,80,0,9,2,3,3,1,1,2,2022-10-19,2024-04-24,2025-12-31,1,35-44,2-3 years,Q1 Low,12312.0
41,No,Travel_Rarely,1347,Human Resources,9,3,Life Sciences,1,1695,3,Male,57,3,1,Human Resources,1,Single,3534,17162,2,Y,No,14,3,4,80,0,10,0,3,3,1,0,1,2022-10-04,,2025-12-31,0,35-44,2-3 years,Q1 Low,14136.0
30,No,Travel_Frequently,1484,Research & Development,7,4,Medical,1,1697,4,Male,66,3,1,Laboratory Technician,4,Married,6619,9185,1,Y,No,13,3,3,80,1,14,3,3,8,7,2,5,2017-09-04,,2025-12-31,0,26-34,6-10 years,Q3,9928.5
30,No,Travel_Frequently,1414,Research & Development,5,4,Marketing,1,1699,3,Male,61,3,1,Laboratory Technician,3,Married,4191,20221,1,Y,No,16,3,1,80,0,11,4,3,6,4,2,5,2019-09-26,,2025-12-31,0,26-34,6-10 years,Q1 Low,8382.0
36,No,Travel_Rarely,1277,Research & Development,16,4,Medical,1,1701,3,Male,64,1,2,Healthcare Representative,2,Married,7501,16202,2,Y,No,13,3,1,80,0,14,4,3,6,5,1,4,2019-02-12,,2025-12-31,0,35-44,6-10 years,Q3,15002.0
29,No,Travel_Frequently,780,Sales,19,2,Life Sciences,1,1703,1,Female,86,2,4,Manager,4,Divorced,15722,17569,3,Y,Yes,12,3,4,80,2,20,3,3,17,13,3,5,2008-04-08,,2025-12-31,0,26-34,11+ years,Q4 High,11097.882352941177
45,No,Travel_Rarely,1488,Research & Development,19,4,Life Sciences,1,1705,4,Female,90,3,1,Laboratory Technician,4,Single,4947,10623,2,Y,No,23,3,3,80,1,11,3,3,9,9,2,5,2016-10-20,,2025-12-31,0,45+,6-10 years,Q2,6596.0
34,No,Travel_Frequently,205,Sales,12,3,Marketing,1,1707,3,Female,61,1,2,Sales Executive,4,Married,7323,20203,3,Y,No,15,3,3,80,1,9,1,4,6,5,0,3,2019-01-15,,2025-12-31,0,26-34,6-10 years,Q3,14646.0
18,No,Travel_Rarely,384,Research & Development,13,3,Life Sciences,1,1709,3,Male,37,3,2,Healthcare Representative,2,Married,5788,18164,2,Y,No,15,3,4,80,3,6,4,3,3,2,1,3,2022-08-18,,2025-12-31,0,18-25,2-3 years,Q2,23152.0
33,No,Travel_Rarely,695,Research & Development,4,4,Marketing,1,1711,2,Female,64,2,4,Manager,3,Single,15358,20761,4,Y,No,12,3,3,80,2,13,3,3,10,8,2,8,2015-04-18,,2025-12-31,0,26-34,6-10 years,Q4 High,18429.6
27,No,Non-Travel,935,Research & Development,8,2,Medical,1,1713,3,Male,52,2,2,Healthcare Representative,3,Divorced,8475,6371,2,Y,No,15,3,1,80,0,15,3,3,12,8,3,3,2013-06-06,,2025-12-31,0,26-34,11+ years,Q3,8475.0
22,No,Travel_Frequently,625,Research & Development,9,4,Marketing,1,1715,4,Male,67,2,1,Research Scientist,3,Married,5634,19829,1,Y,No,18,3,4,80,1,17,4,3,12,6,1,9,2013-11-22,,2025-12-31,0,18-25,11+ years,Q2,5634.0
26,No,Travel_Rarely,976,Research & Development,11,3,Technical Degree,1,1717,1,Male,48,3,1,Laboratory Technician,4,Married,3635,9080,4,Y,No,13,3,3,80,1,7,3,2,6,3,2,2,2019-09-27,,2025-12-31,0,26-34,6-10 years,Q1 Low,7270.0
38,No,Travel_Rarely,279,Research & Development,11,4,Technical Degree,1,1719,2,Male,83,3,1,Research Scientist,1,Divorced,4355,23206,2,Y,No,14,3,3,80,0,6,3,3,2,1,1,1,2023-03-22,,2025-12-31,0,35-44,2-3 years,Q1 Low,26130.0
49,No,Travel_Rarely,1162,Sales,9,2,Medical,1,1721,1,Female,74,3,2,Sales Executive,2,Married,10058,20287,2,Y,No,12,3,4,80,0,20,4,2,18,8,4,8,2007-10-24,,2025-12-31,0,45+,11+ years,Q4 High,6705.333333333333
40,No,Travel_Rarely,1400,Research & Development,12,3,Medical,1,1723,3,Male,65,3,1,Research Scientist,3,Married,3261,20299,0,Y,No,14,3,4,80,0,6,1,2,3,1,1,1,2022-08-27,,2025-12-31,0,35-44,2-3 years,Q1 Low,13044.0
31,No,Travel_Rarely,938,Research & Development,10,4,Life Sciences,1,1725,1,Male,78,3,1,Laboratory Technician,1,Divorced,3880,18317,1,Y,No,20,3,3,80,0,11,1,2,7,5,0,5,2018-12-02,,2025-12-31,0,26-34,6-10 years,Q1 Low,6651.428571428572
41,No,Travel_Rarely,611,Research & Development,10,1,Technical Degree,1,1727,1,Male,89,3,2,Manufacturing Director,4,Single,7528,17082,2,Y,No,13,3,2,80,3,20,5,2,12,11,4,5,2013-06-02,,2025-12-31,0,35-44,11+ years,Q3,7528.0
33,Yes,Travel_Frequently,1129,Research & Development,5,2,Medical,1,1729,2,Male,85,3,1,Research Scientist,3,Married,6599,7267,2,Y,Yes,11,3,4,80,1,13,0,3,11,8,3,8,2014-04-06,2024-03-07,2025-12-31,1,26-34,11+ years,Q2,7198.909090909091
31,No,Travel_Rarely,1306,Research & Development,3,5,Life Sciences,1,1731,3,Male,93,3,1,Laboratory Technician,3,Married,3303,21505,2,Y,No,15,3,3,80,0,8,6,4,4,2,0,3,2021-01-03,,2025-12-31,0,26-34,4-5 years,Q1 Low,9909.0
26,No,Travel_Rarely,651,Research & Development,11,2,Medical,1,1733,2,Male,91,3,1,Laboratory Technician,4,Married,7891,13050,0,Y,Yes,16,3,3,80,1,30,2,3,26,13,2,19,1999-11-02,,2025-12-31,0,26-34,11+ years,Q3,3642.0
21,No,Travel_Rarely,863,Research & Development,6,4,Life Sciences,1,1735,1,Female,88,3,1,Laboratory Technician,3,Married,3345,5965,3,Y,No,13,4,3,80,0,12,4,3,6,3,1,3,2019-05-17,,2025-12-31,0,18-25,6-10 years,Q1 Low,6690.0
33,Yes,Travel_Rarely,840,Sales,5,2,Medical,1,1737,4,Male,30,3,2,Sales Executive,3,Divorced,5885,20536,4,Y,Yes,17,4,3,80,0,14,1,2,9,7,3,6,2016-05-13,2025-02-17,2025-12-31,1,26-34,6-10 years,Q2,7846.666666666667
38,No,Travel_Rarely,1116,Sales,14,3,Medical,1,1739,4,Male,34,3,2,Sales Executive,1,Married,9733,18675,2,Y,No,11,3,4,80,0,11,6,3,9,8,3,5,2016-08-02,,2025-12-31,0,35-44,6-10 years,Q4 High,12977.333333333334
36,No,Travel_Rarely,572,Research & Development,8,4,Life Sciences,1,1741,2,Male,48,3,2,Manufacturing Director,2,Single,8240,24759,0,Y,No,14,3,3,80,0,15,1,3,11,6,3,8,2014-12-23,,2025-12-31,0,35-44,11+ years,Q3,8989.09090909091
33,Yes,Travel_Frequently,565,Research & Development,21,3,Life Sciences,1,1743,3,Female,87,2,1,Research Scientist,1,Divorced,4718,23604,4,Y,Yes,12,3,4,80,0,16,6,2,11,7,0,3,2014-11-28,2021-08-21,2025-12-31,1,26-34,11+ years,Q1 Low,5146.909090909091
28,No,Travel_Frequently,1212,Research & Development,13,3,Human Resources,1,1745,3,Male,86,3,1,Research Scientist,3,Married,3810,24786,2,Y,Yes,13,4,4,80,1,7,1,2,5,4,2,3,2020-07-16,,2025-12-31,0,26-34,4-5 years,Q1 Low,9144.0
42,No,Travel_Rarely,1435,Research & Development,5,3,Marketing,1,1747,2,Male,71,2,1,Research Scientist,3,Married,2099,11260,4,Y,No,14,3,4,80,0,4,0,3,0,0,0,0,2025-02-22,,2025-12-31,0,35-44,0-1 years,Q1 Low,25188.0
25,No,Travel_Rarely,401,Research & Development,14,4,Marketing,1,1749,2,Male,35,3,3,Research Director,2,Single,11241,7602,1,Y,No,15,3,4,80,1,17,1,1,10,6,3,7,2015-12-23,,2025-12-31,0,18-25,6-10 years,Q4 High,13489.2
44,No,Travel_Rarely,1243,Research & Development,11,2,Life Sciences,1,1751,3,Male,51,3,2,Manufacturing Director,3,Divorced,6384,26163,2,Y,No,11,3,4,80,0,6,5,3,3,2,1,2,2022-07-12,,2025-12-31,0,35-44,2-3 years,Q2,25536.0
28,No,Travel_Frequently,795,Sales,4,3,Marketing,1,1753,2,Male,82,4,4,Manager,2,Divorced,15682,21612,2,Y,Yes,12,3,2,80,1,10,2,1,8,6,0,2,2017-05-23,,2025-12-31,0,26-34,6-10 years,Q4 High,23523.0
30,No,Travel_Frequently,817,Sales,6,2,Medical,1,1755,2,Female,86,1,2,Sales Executive,4,Married,7661,16560,0,Y,No,17,3,1,80,2,17,3,2,12,5,4,5,2013-08-02,,2025-12-31,0,26-34,11+ years,Q3,7661.0
24,No,Travel_Rarely,1096,Research & Development,13,3,Life Sciences,1,1757,4,Female,80,2,1,Laboratory Technician,1,Single,5265,16233,2,Y,No,14,3,4,80,0,12,4,2,9,4,0,5,2016-02-04,,2025-12-31,0,18-25,6-10 years,Q2,7020.0
32,No,Travel_Rarely,558,Research & Development,2,2,Life Sciences,1,1759,3,Male,34,2,1,Research Scientist,4,Single,4417,9047,3,Y,No,12,3,3,80,1,10,5,4,6,5,0,2,2019-12-27,,2025-12-31,0,26-34,6-10 years,Q1 Low,8834.0
46,No,Travel_Frequently,189,Research & Development,1,3,Life Sciences,1,1761,3,Female,51,3,1,Laboratory Technician,3,Divorced,4059,13336,3,Y,Yes,13,3,1,80,1,10,3,2,7,4,2,3,2018-05-12,,2025-12-31,0,45+,6-10 years,Q1 Low,6958.285714285715
42,No,Travel_Rarely,215,Sales,10,3,Life Sciences,1,1763,1,Female,36,3,4,Manager,3,Married,18734,11109,4,Y,No,18,4,1,80,0,27,2,2,24,20,2,8,2001-11-30,,2025-12-31,0,35-44,11+ years,Q4 High,9367.0
46,No,Travel_Rarely,774,Research & Development,9,1,Other,1,1765,3,Male,93,3,1,Laboratory Technician,2,Single,4978,13435,4,Y,No,11,3,1,80,0,16,2,3,8,3,2,6,2017-03-11,,2025-12-31,0,45+,6-10 years,Q2,7467.0
42,No,Non-Travel,499,Research & Development,10,1,Life Sciences,1,1767,2,Male,86,3,2,Healthcare Representative,4,Divorced,7386,22392,2,Y,Yes,15,3,4,80,1,7,2,3,3,1,0,2,2022-05-03,,2025-12-31,0,35-44,2-3 years,Q3,29544.0
27,No,Travel_Frequently,209,Sales,9,3,Medical,1,1769,3,Male,55,3,4,Manager,2,Married,14147,9587,3,Y,No,14,3,4,80,0,8,4,3,4,2,1,1,2021-09-01,,2025-12-31,0,26-34,4-5 years,Q4 High,42441.0
34,No,Travel_Rarely,299,Research & Development,12,3,Medical,1,1771,3,Male,54,3,1,Research Scientist,3,Single,5979,12975,2,Y,Yes,19,3,2,80,0,20,2,3,15,14,1,5,2010-08-03,,2025-12-31,0,26-34,11+ years,Q2,4783.2
30,No,Travel_Rarely,891,Research & Development,20,4,Life Sciences,1,1773,3,Female,98,2,2,Healthcare Representative,4,Married,6890,25965,5,Y,No,19,3,4,80,1,4,5,3,2,2,1,1,2023-03-10,,2025-12-31,0,26-34,2-3 years,Q3,41340.0
49,No,Travel_Rarely,1348,Research & Development,9,3,Medical,1,1775,2,Female,61,1,1,Research Scientist,4,Married,4695,23040,3,Y,No,17,3,2,80,2,8,4,2,5,4,0,3,2020-05-01,,2025-12-31,0,45+,4-5 years,Q1 Low,11268.0
26,No,Travel_Rarely,691,Research & Development,2,1,Life Sciences,1,1777,3,Female,37,3,1,Laboratory Technician,3,Married,4942,17595,2,Y,No,14,4,4,80,0,13,2,3,11,7,4,8,2014-01-06,,2025-12-31,0,26-34,11+ years,Q1 Low,5391.272727272727
45,No,Travel_Rarely,1086,Research & Development,1,3,Marketing,1,1779,4,Female,38,3,1,Research Scientist,4,Divorced,5887,15932,2,Y,No,17,3,3,80,1,8,0,3,8,7,2,2,2017-11-23,,2025-12-31,0,45+,6-10 years,Q2,8830.5
45,No,Travel_Rarely,862,Sales,7,1,Life Sciences,1,1781,3,Male,83,3,2,Sales Executive,4,Married,8416,19386,5,Y,No,17,3,4,80,2,13,6,3,8,7,1,5,2017-04-13,,2025-12-31,0,45+,6-10 years,Q3,12624.0
54,No,Travel_Frequently,1343,Sales,7,4,Medical,1,1783,1,Male,49,3,2,Sales Executive,2,Single,8936,18144,2,Y,No,13,3,2,80,0,20,6,3,17,10,7,5,2008-09-19,,2025-12-31,0,45+,11+ years,Q4 High,6307.764705882353
33,Yes,Travel_Frequently,172,Sales,3,5,Medical,1,1785,3,Female,97,3,2,Sales Executive,3,Single,5260,12619,2,Y,No,20,3,2,80,1,6,3,2,1,1,0,1,2024-05-20,2022-04-21,2025-12-31,1,26-34,0-1 years,Q2,63120.0
43,No,Travel_Rarely,977,Research & Development,1,3,Technical Degree,1,1787,1,Male,96,3,1,Laboratory Technician,2,Married,5777,22936,2,Y,No,25,3,4,80,0,15,2,3,11,9,1,9,2014-07-14,,2025-12-31,0,35-44,11+ years,Q2,6302.181818181818
58,No,Travel_Rarely,816,Sales,6,3,Marketing,1,1789,4,Female,73,2,1,Sales Representative,2,Single,7772,3539,1,Y,No,13,3,1,80,2,27,2,3,21,20,1,17,2004-09-23,,2025-12-31,0,45+,11+ years,Q3,4441.142857142857
31,No,Travel_Rarely,534,Research & Development,25,2,Medical,1,1791,3,Female,70,3,1,Research Scientist,4,Single,4094,10275,5,Y,No,19,3,4,80,0,13,2,3,6,5,1,2,2019-01-19,,2025-12-31,0,26-34,6-10 years,Q1 Low,8188.0
23,No,Travel_Rarely,691,Research & Development,11,3,Life Sciences,1,1793,2,Female,71,3,1,Research Scientist,3,Divorced,3550,20320,3,Y,No,15,3,3,80,0,10,1,3,6,5,3,3,2019-01-30,,2025-12-31,0,18-25,6-10 years,Q1 Low,7100.0
20,Yes,Travel_Rarely,214,Sales,11,4,Medical,1,1795,1,Female,40,1,1,Sales Representative,1,Single,5255,21669,3,Y,No,15,3,3,80,1,15,0,3,10,9,1,3,2015-07-06,2022-01-22,2025-12-31,1,18-25,6-10 years,Q2,6306.0
43,No,Travel_Rarely,124,Research & Development,8,2,Marketing,1,1797,2,Male,72,3,1,Research Scientist,4,Single,5205,21846,1,Y,No,14,4,3,80,1,9,4,2,8,5,3,5,2017-10-02,,2025-12-31,0,35-44,6-10 years,Q2,7807.5
20,Yes,Travel_Frequently,276,Research & Development,7,2,Technical Degree,1,1799,4,Female,37,3,2,Manufacturing Director,2,Married,6851,20790,5,Y,Yes,13,3,1,80,0,14,3,3,12,10,4,4,2013-09-07,2021-07-23,2025-12-31,1,18-25,11+ years,Q3,6851.0
34,No,Travel_Rarely,1402,Research & Development,12,3,Life Sciences,1,1801,1,Female,75,3,2,Manufacturing Director,4,Divorced,6902,7492,2,Y,No,21,3,3,80,1,11,2,3,7,3,0,5,2018-09-04,,2025-12-31,0,26-34,6-10 years,Q3,11832.0
41,No,Non-Travel,392,Research & Development,3,4,Life Sciences,1,1803,3,Male,63,3,2,Healthcare Representative,4,Married,7068,3597,1,Y,No,18,3,4,80,2,17,6,2,8,6,3,5,2017-06-30,,2025-12-31,0,35-44,6-10 years,Q3,10602.0
39,Yes,Non-Travel,1343,Research & Development,29,3,Marketing,1,1805,4,Female,97,3,2,Manufacturing Director,4,Single,6474,10249,2,Y,No,15,4,2,80,2,5,6,4,2,2,1,1,2023-04-08,2025-07-11,2025-12-31,1,35-44,2-3 years,Q2,38844.0
41,No,Travel_Rarely,1126,Research & Development,3,4,Medical,1,1807,2,Male,44,3,1,Laboratory Technician,4,Married,5489,8827,3,Y,No,18,3,4,80,1,12,0,3,8,6,3,6,2017-01-26,,2025-12-31,0,35-44,6-10 years,Q2,8233.5
39,No,Travel_Rarely,414,Research & Development,13,1,Life Sciences,1,1809,2,Female,47,3,2,Manufacturing Director,2,Divorced,7976,7945,2,Y,No,18,3,3,80,2,14,4,3,7,6,2,4,2018-12-18,,2025-12-31,0,35-44,6-10 years,Q3,13673.142857142857
49,No,Non-Travel,793,Sales,3,3,Medical,1,1811,3,Male,40,2,2,Sales Executive,3,Single,10222,15301,0,Y,No,13,3,3,80,2,24,2,2,21,13,2,8,2004-12-05,,2025-12-31,0,45+,11+ years,Q4 High,5841.142857142857
28,No,Non-Travel,650,Sales,9,4,Medical,1,1813,3,Male,48,3,2,Sales Executive,2,Single,8962,21305,1,Y,No,12,3,2,80,1,18,2,3,13,9,2,8,2012-01-24,,2025-12-31,0,26-34,11+ years,Q4 High,8272.615384615385
31,No,Travel_Rarely,1276,Research & Development,14,2,Other,1,1815,1,Male,54,3,2,Manufacturing Director,2,Married,6295,13003,0,Y,No,20,3,3,80,2,10,5,2,9,3,2,7,2016-09-30,,2025-12-31,0,26-34,6-10 years,Q2,8393.333333333334
30,No,Travel_Rarely,162,Research & Development,2,3,Medical,1,1817,1,Female,51,1,1,Laboratory Technician,3,Married,6669,8983,3,Y,No,19,3,4,80,1,13,1,3,11,5,2,6,2014-09-20,,2025-12-31,0,26-34,11+ years,Q3,7275.272727272727
44,No,Travel_Rarely,1212,Research & Development,4,2,Life Sciences,1,1819,3,Male,91,3,2,Healthcare Representative,1,Single,6995,16853,0,Y,No,25,3,2,80,1,9,2,3,8,6,3,5,2017-07-12,,2025-12-31,0,35-44,6-10 years,Q3,10492.5
45,No,Non-Travel,202,Research & Development,4,1,Life Sciences,1,1821,4,Male,66,3,2,Healthcare Representative,4,Single,6202,8229,1,Y,No,11,3,3,80,1,12,3,3,7,5,3,6,2018-02-11,,2025-12-31,0,45+,6-10 years,Q2,10632.0
41,No,Travel_Rarely,258,Research & Development,7,2,Life Sciences,1,1823,1,Male,39,3,2,Healthcare Representative,4,Married,7835,25406,0,Y,No,16,3,3,80,0,14,2,2,12,6,1,6,2013-03-19,,2025-12-31,0,35-44,11+ years,Q3,7835.0
48,No,Travel_Rarely,660,Research & Development,10,4,Medical,1,1825,2,Female,81,3,3,Research Director,2,Divorced,11622,13411,1,Y,Yes,18,3,3,80,0,11,3,3,5,2,1,4,2020-02-06,,2025-12-31,0,45+,4-5 years,Q4 High,27892.8
26,No,Travel_Frequently,833,Research & Development,26,3,Medical,1,1827,2,Male,97,3,1,Laboratory Technician,3,Divorced,4661,11791,2,Y,Yes,16,3,3,80,1,8,3,3,5,3,2,2,2020-11-26,,2025-12-31,0,26-34,4-5 years,Q1 Low,11186.4
52,No,Travel_Rarely,458,Research & Development,5,4,Life Sciences,1,1829,4,Male,57,3,1,Research Scientist,3,Married,5431,13738,0,Y,Yes,18,3,3,80,1,7,3,3,2,2,0,1,2023-12-11,,2025-12-31,0,45+,2-3 years,Q2,32586.0
51,No,Travel_Rarely,799,Research & Development,25,3,Medical,1,1831,2,Female,59,3,1,Laboratory Technician,4,Divorced,4956,8810,5,Y,Yes,12,3,1,80,1,10,4,3,6,4,1,2,2019-05-30,,2025-12-31,0,45+,6-10 years,Q2,9912.0
44,Yes,Travel_Rarely,864,Research & Development,11,3,Marketing,1,1833,4,Male,75,3,1,Laboratory Technician,3,Single,6241,13398,3,Y,No,11,3,4,80,2,10,0,3,8,3,0,4,2017-10-09,2025-01-07,2025-12-31,1,35-44,6-10 years,Q2,9361.5
53,Yes,Travel_Frequently,976,Sales,3,3,Life Sciences,1,1835,1,Female,69,3,1,Sales Representative,2,Single,5273,25930,2,Y,Yes,11,3,4,80,1,13,1,3,10,8,1,3,2015-02-22,2021-05-17,2025-12-31,1,45+,6-10 years,Q2,6327.6
22,No,Travel_Rarely,589,Sales,8,4,Life Sciences,1,1837,4,Male,50,3,4,Manager,3,Married,12313,14551,1,Y,No,14,3,1,80,0,6,5,3,3,2,1,1,2022-11-21,,2025-12-31,0,18-25,2-3 years,Q4 High,49252.0
32,No,Travel_Rarely,291,Research & Development,2,4,Other,1,1839,3,Female,44,2,2,Manufacturing Director,3,Single,7769,24850,3,Y,No,13,3,3,80,1,9,5,3,8,6,0,3,2017-08-15,,2025-12-31,0,26-34,6-10 years,Q3,11653.5
30,Yes,Travel_Rarely,343,Sales,7,4,Life Sciences,1,1841,3,Male,32,3,2,Sales Executive,4,Single,8357,22490,1,Y,Yes,20,3,4,80,0,17,3,3,12,5,0,5,2013-06-03,2023-10-14,2025-12-31,1,26-34,11+ years,Q3,8357.0
43,No,Travel_Rarely,1093,Research & Development,6,1,Marketing,1,1843,2,Male,98,4,1,Research Scientist,1,Married,4135,5939,2,Y,No,11,3,4,80,1,4,5,3,2,2,1,1,2023-07-26,,2025-12-31,0,35-44,2-3 years,Q1 Low,24810.0
27,No,Travel_Rarely,1033,Sales,10,3,Medical,1,1845,3,Female,37,3,2,Sales Executive,1,Single,7234,9745,2,Y,Yes,15,4,4,80,1,9,3,3,4,2,1,3,2021-03-29,,2025-12-31,0,26-34,4-5 years,Q3,21702.0
44,No,Travel_Rarely,682,Sales,13,3,Marketing,1,1847,1,Male,38,3,2,Sales Executive,4,Single,9962,10454,5,Y,No,23,3,4,80,1,20,3,3,17,14,0,6,2008-07-18,,2025-12-31,0,35-44,11+ years,Q4 High,7032.0
49,Yes,Travel_Rarely,1200,Research & Development,8,4,Marketing,1,1849,1,Female,31,3,2,Healthcare Representative,4,Single,6950,25575,2,Y,Yes,15,3,1,80,0,9,3,2,5,3,2,2,2020-07-26,2023-03-07,2025-12-31,1,45+,4-5 years,Q3,16680.0
43,No,Travel_Frequently,832,Research & Development,3,2,Medical,1,1851,2,Male,66,3,1,Research Scientist,4,Married,9581,23387,2,Y,No,12,3,4,80,0,32,6,3,29,12,8,6,1996-05-13,,2025-12-31,0,35-44,11+ years,Q4 High,3964.551724137931
39,No,Travel_Frequently,880,Research & Development,21,2,Technical Degree,1,1853,4,Male,41,3,1,Research Scientist,3,Divorced,8018,13079,1,Y,No,13,3,4,80,0,25,3,2,20,7,2,5,2005-01-13,,2025-12-31,0,35-44,11+ years,Q3,4810.8
28,No,Travel_Rarely,893,Research & Development,27,3,Technical Degree,1,1855,3,Male,48,3,1,Research Scientist,3,Married,2803,10645,0,Y,No,17,3,2,80,1,11,6,3,5,3,2,4,2020-07-30,,2025-12-31,0,26-34,4-5 years,Q1 Low,6727.2
29,No,Travel_Rarely,1102,Research & Development,7,2,Medical,1,1857,3,Female,56,3,1,Laboratory Technician,3,Married,5703,11446,4,Y,Yes,11,3,3,80,1,22,1,3,15,12,2,11,2010-05-18,,2025-12-31,0,26-34,11+ years,Q2,4562.4
48,No,Travel_Rarely,1005,Research & Development,11,2,Life Sciences,1,1859,3,Male,53,3,1,Laboratory Technician,1,Married,8509,5671,0,Y,No,23,3,3,80,1,19,6,3,15,6,2,11,2010-05-28,,2025-12-31,0,45+,11+ years,Q3,6807.2
44,No,Travel_Frequently,832,Research & Development,7,4,Life Sciences,1,1861,1,Male,95,3,1,Research Scientist,3,Single,4151,13379,2,Y,No,16,3,3,80,0,9,2,3,6,5,2,3,2019-01-31,,2025-12-31,0,35-44,6-10 years,Q1 Low,8302.0
